miRNA	bladder	breast_cancer	cervical	head n neck	KIRC	KIRP	LUAD	LUSC	PRAD	STAD	THCA	UCEC	
hsa-mir-346	0.0	0.0	0.0	0.0	0.0	0.0	0.581418	0.0	0.0	0.485135	3.163408	0.0	
hsa-mir-658	0.0	0.0	0.538598	0.0	0.0	0.0	0.872127	0.0	0.300399	0.291081	0.843576	0.0	
hsa-mir-512-2	11.803897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.388108	0.210894	0.0	
hsa-mir-1272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-517b	6.653106	0.0	0.215439	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-1280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-592	0.429233	4.359901	10.66425	1.553849	41.842324	13.287592	1.744253	1.86612	3.00399	8.247298	2.530727	6.643467	
hsa-mir-518d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-146a	35.626308	223.808257	61.938827	315.431271	76.815012	87.96386	24.710258	187.026731	13.217556	38.228651	44.920399	37.550028	
hsa-mir-93	4495.138726	10302.446341	3056.438767	3935.898565	2380.328612	4292.556636	1275.340006	5206.475852	2857.695591	2563.26017	4654.639107	11988.857462	
hsa-mir-559	0.0	0.0	0.323159	0.0	0.0	0.0	0.0	0.0	0.300399	0.194054	0.210894	0.0	
hsa-mir-20b	6.867722	4.359901	164.918861	0.0	45.589398	26.043681	6.686305	14.721616	96.428076	24.741894	24.252798	142.978953	
hsa-mir-3689a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3155	0.214616	0.0	0.215439	0.0	0.0	0.0	0.290709	0.207347	0.0	0.0	0.0	0.288846	
hsa-mir-3907	0.0	0.0	0.0	0.0	0.0	0.0	0.290709	0.0	0.0	0.0	0.0	0.0	
hsa-mir-151	2294.570336	2416.838519	2261.144222	2647.240106	2058.70478	1881.390169	7751.753193	3802.738635	3196.545652	1309.28279	2579.021414	2519.029199	
hsa-mir-1976	3.970402	18.892905	10.125652	4.661546	9.992197	13.951972	13.663319	30.479966	4.806384	2.231622	44.498611	21.374631	
hsa-mir-181c	118.25359	2217.736368	141.005087	56.4565	42.466836	102.845963	172.681095	125.652105	40.553864	60.350815	423.053149	311.087541	
hsa-mir-381	58.482946	39.23911	77.342745	30.559023	9.992197	8.504059	20.931042	85.841537	28.838303	184.060283	21.722071	44.193495	
hsa-mir-10a	12784.050059	8958.143496	112706.798934	441.293009	26376.589033	82071.742899	38742.195556	17231.548216	9480.892521	28072.540515	3037.926525	80119.339767	
hsa-mir-3136	0.0	0.0	1.938955	0.0	1.249025	0.0	0.290709	1.036734	0.0	0.582162	1.054469	0.288846	
hsa-mir-509-1	0.0	3.633251	0.969477	0.0	0.936768	0.132876	0.290709	10.574682	0.0	0.485135	3.79609	2.888464	
hsa-mir-3614	2.038855	6.539852	3.339311	3.107697	2.185793	0.265752	7.267723	6.635095	3.905187	2.716757	1.265363	25.129634	
hsa-mir-1825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-490	7.833496	0.0	0.10772	0.0	0.0	0.0	0.0	0.207347	0.0	10.381893	0.0	12.420394	
hsa-mir-3119-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-885	0.107308	0.72665	0.754038	1.553849	9.992197	3.189022	0.0	0.62204	1.501995	1.455406	0.0	29.46233	
hsa-mir-377	2.790012	0.72665	4.093349	4.661546	0.312256	0.0	0.0	4.561628	0.600798	5.23946	0.632682	1.444232	
hsa-mir-23a	3285.453864	23438.101757	3254.643015	3641.185276	3213.428014	4020.958253	3521.357076	7258.793574	1000.028238	2293.913125	3231.105331	4086.887299	
hsa-mir-548f-4	0.0	0.72665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-655	2.575396	0.0	1.723515	0.0	0.312256	0.132876	0.290709	1.24408	0.600798	4.851352	0.632682	1.444232	
hsa-mir-23b	1324.611899	1879.844032	1120.931198	686.801092	990.788756	1353.872762	1248.594786	2607.177514	686.111293	1062.057908	3590.468524	2282.464021	
hsa-mir-646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4326	10.301583	27.612707	2.046674	2.589748	1.873537	1.328759	4.360634	5.598361	1.802394	1.067297	0.0	8.665391	
hsa-mir-101-1	6529.486779	11752.840112	17755.653588	2145.347	13500.394536	23439.445387	6401.700996	15496.885652	6645.126056	9002.36222	32208.137088	15232.313359	
hsa-mir-30c-2	326.538724	1376.275453	305.708509	105.661706	1185.324336	1892.817498	97.678195	323.875559	173.029818	398.490026	2959.052209	801.837525	
hsa-mir-7-3	0.214616	0.0	0.10772	4.143596	0.0	0.0	0.290709	0.0	0.0	2.522703	6.115923	0.0	
hsa-mir-1973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1302-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3917	1.609622	0.0	2.262114	1.553849	0.312256	0.531504	4.069925	1.86612	1.201596	0.679189	0.421788	2.599617	
hsa-mir-520d	1.287698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-3666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1302-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-520b	6.223873	0.0	0.10772	0.0	0.0	0.132876	0.0	0.207347	0.300399	0.582162	0.0	0.0	
hsa-mir-544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-150	162.464551	261.594067	367.216457	266.226064	720.687188	35.344995	264.835821	3741.778703	127.068773	107.60298	169.55869	234.832099	
hsa-mir-374a	829.277443	311.00628	737.987665	727.719106	916.784049	314.517306	804.100856	288.833965	687.913687	743.712212	808.356291	588.95775	
hsa-mir-3187	1.287698	0.0	0.215439	0.0	0.312256	0.132876	1.162836	0.62204	0.300399	0.582162	0.421788	0.866539	
hsa-mir-633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3130-2	0.0	0.0	0.0	0.0	0.0	0.132876	0.0	0.207347	0.0	0.0	0.0	0.0	
hsa-mir-4296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3910-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3912	0.751157	0.0	1.292636	0.0	1.561281	1.328759	1.162836	0.207347	0.600798	0.776216	1.265363	0.577693	
hsa-mir-3921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-212	3.970402	4.359901	13.464962	10.358991	0.0	1.727387	26.454511	11.611416	5.106783	6.597838	1.898045	4.621542	
hsa-mir-1260b	0.0	0.0	0.0	0.0	0.0	0.132876	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-448	0.214616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1236	0.214616	0.72665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3150b	5.150792	0.72665	9.479334	1.035899	0.0	0.0	0.581418	2.488161	0.0	0.388108	0.210894	0.0	
hsa-mir-627	0.751157	1.4533	0.969477	1.553849	0.624512	0.132876	0.872127	1.658774	0.600798	1.067297	2.530727	1.444232	
hsa-mir-4319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3926-2	0.107308	0.0	0.0	0.0	0.0	0.132876	0.0	0.207347	0.0	0.194054	0.0	0.0	
hsa-mir-614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-487a	1.824239	0.72665	1.077197	1.035899	0.624512	0.132876	0.290709	1.036734	0.600798	2.910811	0.421788	0.288846	
hsa-mir-1302-3	0.107308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.210894	0.0	
hsa-mir-3167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-135a-2	0.107308	0.0	3.016152	0.0	1.873537	5.315037	0.0	0.207347	0.300399	0.097027	125.69276	0.0	
hsa-mir-548h-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-103-2-as	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-548m	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-223	72.969547	69.758418	207.360422	246.543982	124.590203	27.638192	395.073414	538.479402	39.953066	448.555976	147.414831	64.701587	
hsa-mir-320b-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3118-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-24-2	4099.600857	13378.356579	2870.191406	9761.277056	1729.274545	2516.537073	2716.674802	4018.793906	1245.454212	1785.394443	3787.021632	4244.019725	
hsa-mir-3145	0.0	0.0	0.10772	0.0	0.624512	0.132876	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-199a-1	1236.726517	2458.98423	2068.756838	367.744174	206.71357	142.04436	324.140439	1732.38175	418.155394	784.560593	704.80739	1022.804999	
hsa-mir-193a	206.568204	479.589123	292.243546	221.682404	166.744783	49.961346	129.946885	269.965415	118.357202	100.034872	177.783552	107.45085	
hsa-mir-1468	1.502314	7.266502	4.093349	1.035899	7.494148	10.76295	2.034962	5.391014	3.604788	3.978108	36.484643	6.35462	
hsa-mir-3668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.300399	0.0	0.0	0.0	
hsa-mir-3116-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.288846	
hsa-mir-524	1.287698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-196a-2	0.321924	1.4533	0.430879	0.0	0.624512	1.195883	2.034962	0.0	0.0	0.679189	0.0	0.288846	
hsa-mir-501	20.066625	47.958912	28.76116	13.984638	44.652629	117.063687	14.826155	49.76321	28.237505	37.161354	50.614534	54.591964	
hsa-mir-3115	0.214616	0.0	0.0	0.0	0.0	0.0	0.290709	0.0	0.0	0.0	0.0	0.0	
hsa-mir-607	0.107308	0.0	0.215439	0.51795	0.312256	0.132876	0.290709	0.207347	0.600798	0.291081	0.0	0.0	
hsa-mir-1302-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1-1	0.107308	0.0	0.10772	0.0	0.0	0.0	0.290709	0.0	0.0	0.388108	0.0	0.0	
hsa-mir-370	7.833496	7.266502	4.524227	1.035899	1.561281	1.461635	2.61638	13.684883	3.00399	21.92811	2.530727	1.155385	
hsa-mir-1233-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-485	3.326553	6.539852	1.292636	0.0	1.249025	0.66438	1.162836	5.805708	0.901197	5.627568	2.108939	1.733078	
hsa-mir-365-2	81.232275	52.318813	12.387765	19.164133	19.047625	8.769811	19.186788	19.905284	14.419152	19.599461	14.551679	9.53193	
hsa-mir-194-1	119.004747	79.93152	1584.987666	12.948739	842.15483	1551.857884	113.376476	54.739531	27.035909	1948.302832	143.407847	196.993225	
hsa-mir-4259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-891a	0.214616	1.4533	0.646318	0.0	0.936768	0.132876	2.61638	35.456287	7.209576	0.388108	85.833814	254.473653	
hsa-mir-195	18.135079	50.865513	38.240493	117.056596	88.056234	14.749227	32.850107	29.028539	54.672616	44.923517	27.416206	102.829308	
hsa-mir-3173	0.214616	0.0	1.077197	0.0	0.0	0.0	0.581418	0.0	0.300399	0.0	1.054469	0.288846	
hsa-mir-802	0.0	0.0	0.0	0.0	0.312256	0.0	0.0	0.0	0.0	0.194054	0.0	0.0	
hsa-mir-556	0.214616	1.4533	0.646318	0.0	0.0	0.0	1.162836	0.207347	0.600798	0.679189	0.0	0.288846	
hsa-mir-516a-1	4.185018	10.899753	0.10772	0.0	0.0	0.0	0.0	0.829387	0.0	12.904595	0.0	2.021925	
hsa-mir-3124	0.0	0.0	0.0	0.0	0.0	0.132876	0.581418	0.0	0.0	0.097027	0.0	0.288846	
hsa-mir-542	327.289881	81.384821	260.897113	53.348803	685.7145	36.142251	191.286465	134.360667	207.575702	152.138388	1074.29349	264.294429	
hsa-mir-4302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-130b	59.663336	42.872361	33.177668	41.435963	7.494148	3.986278	22.675295	36.078327	10.814364	16.300542	58.839396	30.328869	
hsa-mir-302b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.388108	0.0	0.0	
hsa-mir-3180-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3677	3.755786	6.539852	4.524227	3.107697	4.371586	4.517781	9.011976	5.183668	15.019949	9.605676	1.476257	3.466156	
hsa-mir-3674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1180	7.833496	26.159407	13.788122	11.912839	3.747074	126.630753	49.711224	27.577112	18.624737	15.621352	111.351975	127.092403	
hsa-mir-200c	7294.593944	17074.099426	6887.705337	6375.440905	46.838422	16.742366	26884.469661	7941.378939	5388.256683	6637.328279	20177.484082	17278.789895	
hsa-mir-548t	0.0	0.0	0.215439	0.0	0.0	0.265752	0.0	0.207347	0.600798	0.0	0.421788	0.0	
hsa-mir-518f	1.395006	0.0	0.10772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3199-1	0.107308	0.0	0.0	0.51795	0.0	0.0	0.0	0.207347	0.901197	0.097027	0.632682	0.0	
hsa-mir-545	0.107308	0.0	0.430879	0.51795	0.624512	0.265752	0.290709	0.207347	0.300399	0.291081	0.421788	0.0	
hsa-mir-1274a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-514-2	0.429233	0.0	0.646318	0.0	1.873537	1.727387	0.0	9.123255	0.0	1.455406	2.741621	3.466156	
hsa-mir-324	46.0352	212.908505	47.935266	24.343628	24.35598	135.001936	28.489474	78.377056	17.423141	31.145678	164.919024	109.761621	
hsa-mir-449c	0.107308	0.0	0.0	0.0	0.0	0.0	0.290709	0.0	0.0	0.0	0.0	62.10197	
hsa-mir-3153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-16-2	5.150792	13.079703	14.865319	5.179495	3.434818	1.328759	24.12884	13.684883	1.802394	9.023514	9.912013	14.153472	
hsa-mir-3939	0.214616	0.0	0.10772	0.0	0.0	0.0	0.872127	0.207347	0.0	0.194054	0.0	0.866539	
hsa-mir-598	10.408891	8.719802	7.971258	20.717982	4.996098	1.727387	9.302685	20.112631	24.933116	79.174059	140.666226	17.041936	
hsa-mir-4298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1258	0.429233	0.0	0.754038	0.0	0.0	0.132876	0.0	0.0	0.0	1.067297	0.632682	0.0	
hsa-mir-520g	2.146163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194054	0.0	0.0	
hsa-mir-1911	4.07771	0.0	0.215439	0.0	0.0	0.132876	0.290709	0.0	0.300399	0.776216	0.0	0.0	
hsa-mir-299	4.936175	0.72665	2.692992	3.107697	0.312256	0.265752	1.744253	5.183668	1.802394	6.888919	0.843576	2.888464	
hsa-mir-3118-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-30e	6611.255596	28311.744556	11039.114854	5480.942047	25465.425594	16490.83196	9982.944108	9941.445289	7798.357779	11297.633724	35052.463019	17882.47881	
hsa-mir-509-3	0.107308	1.4533	1.508076	0.51795	0.936768	0.265752	0.0	12.855496	0.0	1.552433	2.319833	2.599617	
hsa-mir-3157	0.0	0.0	0.215439	0.0	0.312256	0.265752	0.581418	0.414693	0.0	0.291081	0.210894	0.0	
hsa-mir-125b-1	477.092069	903.226181	898.382298	135.70278	320.062551	357.967732	126.167669	971.626676	465.017636	1047.212772	5173.016295	1985.818799	
hsa-mir-4315-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-32	16.632764	16.712954	53.85985	31.076972	11.241221	10.497198	40.11783	22.186098	12.917157	34.638651	52.723473	71.345054	
hsa-mir-1270-2	1.18039	10.173103	0.538598	0.51795	34.972689	14.084848	0.0	1.036734	0.300399	0.485135	10.755589	3.17731	
hsa-mir-129-2	0.214616	0.0	1.077197	0.51795	0.312256	2.258891	0.581418	34.00486	1.802394	7.665136	1.687151	8.376545	
hsa-mir-939	0.643849	4.359901	1.508076	0.0	0.624512	0.930131	1.744253	2.695507	0.901197	0.679189	0.632682	1.444232	
hsa-mir-4269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-200a	568.625928	1791.192709	1166.496631	246.543982	169.867344	554.358344	1967.227221	596.951174	454.203273	425.948677	1604.058948	3088.056549	
hsa-mir-548y	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
